time,ax,ay,az,atotal
50.895,-0.41,0.29,0.39,0.63
50.905,-0.38,0.28,0.72,0.86
50.915,-0.43,-0.10,0.22,0.49
50.925,-0.43,-0.14,0.11,0.47
50.935,-0.43,0.27,0.28,0.58
50.945,-0.44,0.37,0.49,0.76
50.955,-0.45,0.07,0.12,0.47
50.965,-0.48,-0.06,-0.04,0.49
50.975,-0.44,0.09,0.02,0.44
50.985,-0.51,0.34,0.20,0.64
50.995,-0.44,0.19,0.29,0.56
51.005,-0.52,-0.10,-0.09,0.54
51.015,-0.45,-0.06,-0.05,0.46
51.025,-0.47,0.23,0.23,0.57
51.035,-0.47,0.27,0.52,0.76
51.045,-0.47,-0.01,0.13,0.49
51.055,-0.53,-0.06,-0.03,0.53
51.065,-0.42,0.17,0.12,0.47
51.075,-0.48,0.44,0.50,0.83
51.085,-0.42,0.15,0.37,0.58
51.095,-0.49,-0.13,-0.10,0.52
51.105,-0.44,0.01,0.06,0.44
51.115,-0.48,0.39,0.29,0.68
51.125,-0.47,0.20,0.28,0.58
51.135,-0.49,-0.08,0.06,0.50
51.145,-0.51,-0.04,-0.05,0.51
51.155,-0.54,0.29,-0.12,0.63
51.165,-0.51,0.32,0.39,0.72
51.175,-0.47,0.20,0.06,0.51
51.185,-0.54,-0.12,-0.23,0.60
51.195,-0.47,0.10,-0.05,0.48
51.205,-0.53,0.36,0.15,0.66
51.215,-0.42,0.13,0.31,0.54
51.225,-0.50,-0.07,-0.06,0.51
51.235,-0.46,-0.06,-0.16,0.49
51.245,-0.49,0.34,0.04,0.60
51.255,-0.46,0.33,0.44,0.72
51.265,-0.53,0.03,-0.05,0.53
51.275,-0.53,-0.08,-0.13,0.55
51.285,-0.38,0.24,-0.40,0.60
51.294,-0.55,0.57,0.06,0.79
51.304,-0.55,-0.04,0.62,0.83
51.314,-0.57,-0.08,-0.08,0.58
51.325,-0.48,0.17,-0.29,0.58
51.335,-0.53,0.41,0.06,0.67
51.344,-0.47,0.30,0.26,0.61
51.354,-0.50,0.01,-0.22,0.55
51.364,-0.53,-0.06,-0.22,0.58
51.375,-0.49,0.26,-0.02,0.56
51.385,-0.51,0.40,0.31,0.72
51.394,-0.47,0.06,-0.09,0.48
51.404,-0.50,-0.02,-0.18,0.53
51.414,-0.47,0.20,-0.22,0.56
51.424,-0.51,0.46,0.08,0.69
51.434,-0.44,0.30,0.23,0.59
51.444,-0.56,-0.07,-0.30,0.64
51.454,-0.49,0.05,-0.26,0.55
51.464,-0.54,0.45,-0.13,0.72
51.474,-0.50,0.37,0.24,0.66
51.484,-0.48,0.03,-0.05,0.49
51.494,-0.50,-0.05,-0.24,0.55
51.504,-0.46,0.26,-0.26,0.59
51.514,-0.51,0.40,0.14,0.67
51.524,-0.44,0.27,-0.07,0.52
51.534,-0.61,-0.08,-0.44,0.76
51.544,-0.45,0.13,-0.13,0.48
51.554,-0.57,0.43,0.06,0.71
51.564,-0.46,0.18,0.01,0.49
51.574,-0.48,0.09,-0.31,0.58
51.584,-0.53,0.07,-0.34,0.64
51.594,-0.53,0.32,-0.28,0.68
51.604,-0.47,0.36,0.38,0.70
51.614,-0.49,0.13,-0.13,0.52
51.624,-0.55,-0.05,-0.27,0.62
51.634,-0.48,0.17,-0.21,0.55
51.644,-0.58,0.44,0.00,0.73
51.654,-0.43,0.31,0.02,0.53
51.664,-0.57,0.02,-0.46,0.73
51.674,-0.48,0.02,-0.33,0.58
51.684,-0.52,0.39,-0.11,0.66
51.694,-0.50,0.28,0.02,0.57
51.704,-0.51,0.05,-0.28,0.58
51.714,-0.55,-0.05,-0.37,0.66
51.724,-0.55,0.26,-0.42,0.74
51.734,-0.55,0.37,0.04,0.66
51.744,-0.49,0.18,-0.28,0.59
51.754,-0.58,-0.02,-0.52,0.77
51.764,-0.48,0.16,-0.39,0.64
51.774,-0.59,0.32,-0.28,0.73
51.784,-0.45,0.25,-0.15,0.53
51.794,-0.57,0.00,-0.51,0.76
51.804,-0.51,0.03,-0.42,0.66
51.814,-0.53,0.27,-0.14,0.61
51.824,-0.58,0.28,-0.00,0.64
51.834,-0.50,0.07,-0.24,0.56
51.844,-0.57,0.00,-0.36,0.68
51.854,-0.55,0.32,-0.43,0.77
51.864,-0.59,0.34,-0.04,0.69
51.874,-0.49,0.31,-0.21,0.62
51.884,-0.58,-0.04,-0.66,0.88
51.894,-0.50,0.09,-0.47,0.70
51.904,-0.60,0.37,-0.33,0.78
51.914,-0.52,0.30,-0.11,0.61
51.924,-0.50,0.09,-0.50,0.71
51.934,-0.56,-0.03,-0.66,0.86
51.943,-0.50,0.31,-0.33,0.68
51.954,-0.58,0.36,-0.07,0.69
51.964,-0.48,0.20,-0.38,0.65
51.974,-0.59,-0.01,-0.49,0.77
51.984,-0.54,0.24,-0.39,0.71
51.994,-0.61,0.36,-0.14,0.72
52.004,-0.46,0.26,-0.06,0.54
52.013,-0.55,0.04,-0.44,0.71
52.024,-0.51,0.08,-0.36,0.63
52.034,-0.53,0.33,-0.20,0.65
52.043,-0.50,0.32,0.11,0.60
52.054,-0.51,0.22,-0.31,0.63
52.063,-0.55,0.10,-0.38,0.67
52.074,-0.55,0.33,-0.29,0.70
52.083,-0.55,0.40,0.04,0.68
52.093,-0.46,0.21,-0.14,0.53
52.103,-0.54,0.00,-0.43,0.69
52.113,-0.52,0.20,-0.41,0.69
52.123,-0.52,0.37,-0.13,0.65
52.133,-0.49,0.34,-0.01,0.59
52.143,-0.50,0.11,-0.42,0.67
52.153,-0.55,0.04,-0.44,0.70
52.163,-0.52,0.41,-0.19,0.69
52.173,-0.57,0.33,0.23,0.70
52.183,-0.50,0.18,-0.19,0.57
52.193,-0.55,-0.04,-0.35,0.65
52.203,-0.50,0.23,-0.24,0.60
52.213,-0.55,0.42,0.06,0.70
52.223,-0.48,0.34,-0.04,0.59
52.233,-0.49,0.02,-0.26,0.56
52.243,-0.52,0.12,-0.15,0.55
52.253,-0.57,0.41,-0.15,0.72
52.263,-0.54,0.32,0.14,0.64
52.273,-0.51,0.16,-0.13,0.55
52.283,-0.58,0.07,-0.27,0.65
52.293,-0.50,0.32,-0.16,0.61
52.303,-0.58,0.42,0.09,0.72
52.313,-0.45,0.24,-0.07,0.52
52.323,-0.58,0.07,-0.27,0.65
52.333,-0.48,0.18,-0.20,0.55
52.343,-0.61,0.40,0.01,0.73
52.353,-0.45,0.36,0.12,0.59
52.363,-0.57,0.10,-0.33,0.67
52.373,-0.53,0.15,-0.21,0.59
52.383,-0.57,0.37,-0.20,0.71
52.393,-0.57,0.39,0.18,0.71
52.403,-0.49,0.23,-0.12,0.56
52.413,-0.56,0.07,-0.24,0.62
52.423,-0.48,0.27,-0.25,0.61
52.433,-0.56,0.39,0.09,0.69
52.443,-0.46,0.38,0.00,0.60
52.453,-0.57,0.08,-0.33,0.66
52.463,-0.55,0.23,-0.16,0.62
52.473,-0.57,0.38,-0.02,0.68
52.483,-0.54,0.37,0.21,0.68
52.493,-0.53,0.21,-0.22,0.61
52.503,-0.55,0.09,-0.10,0.56
52.513,-0.53,0.35,-0.13,0.65
52.523,-0.58,0.38,0.24,0.73
52.533,-0.49,0.37,-0.01,0.61
52.543,-0.59,0.05,-0.20,0.63
52.553,-0.53,0.31,-0.04,0.61
52.563,-0.58,0.39,0.11,0.71
52.573,-0.50,0.31,0.22,0.63
52.583,-0.52,0.15,-0.05,0.54
52.594,-0.58,0.13,-0.12,0.61
52.603,-0.54,0.44,-0.13,0.71
52.613,-0.56,0.42,0.21,0.73
52.623,-0.48,0.26,0.01,0.55
52.632,-0.57,0.03,-0.08,0.57
52.643,-0.52,0.29,-0.14,0.61
52.652,-0.57,0.40,0.08,0.71
52.662,-0.53,0.34,0.19,0.66
52.672,-0.56,0.19,-0.18,0.62
52.683,-0.54,0.12,-0.03,0.56
52.693,-0.51,0.40,-0.10,0.66
52.702,-0.53,0.31,0.24,0.66
52.712,-0.48,0.26,0.01,0.54
52.722,-0.57,0.17,-0.07,0.60
52.733,-0.49,0.28,0.15,0.58
52.743,-0.60,0.44,0.31,0.80
52.753,-0.50,0.33,0.19,0.63
52.762,-0.49,0.16,-0.01,0.52
52.772,-0.48,0.32,0.02,0.58
52.782,-0.53,0.50,-0.02,0.73
52.792,-0.48,0.34,0.36,0.69
52.802,-0.49,0.29,-0.16,0.60
52.812,-0.53,0.15,0.12,0.56
52.822,-0.54,0.47,0.04,0.71
52.832,-0.56,0.37,0.33,0.75
52.842,-0.46,0.43,0.05,0.63
52.852,-0.52,0.16,-0.21,0.58
52.862,-0.56,0.44,-0.10,0.72
52.872,-0.59,0.53,0.06,0.79
52.882,-0.51,0.30,0.16,0.62
52.892,-0.52,0.20,-0.12,0.57
52.902,-0.56,0.22,-0.04,0.60
52.912,-0.53,0.48,0.00,0.71
52.922,-0.61,0.36,0.12,0.71
52.932,-0.43,0.32,0.04,0.54
52.942,-0.57,0.17,-0.09,0.60
52.952,-0.50,0.33,-0.11,0.61
52.962,-0.58,0.35,0.14,0.69
52.972,-0.50,0.45,0.13,0.69
52.982,-0.48,0.07,0.06,0.49
52.992,-0.54,0.40,0.23,0.71
53.002,-0.48,0.44,0.12,0.67
53.012,-0.50,0.35,0.29,0.68
53.022,-0.47,0.27,0.10,0.55
53.032,-0.56,0.32,-0.14,0.66
53.042,-0.55,0.39,-0.01,0.68
53.052,-0.59,0.41,0.20,0.75
53.062,-0.46,0.27,0.18,0.57
53.072,-0.54,0.27,-0.19,0.63
53.082,-0.50,0.42,0.16,0.67
53.092,-0.59,0.44,0.22,0.77
53.102,-0.53,0.39,0.39,0.76
53.112,-0.52,0.13,0.06,0.54
53.122,-0.46,0.27,0.21,0.58
53.132,-0.55,0.35,0.13,0.66
53.142,-0.56,0.41,0.38,0.79
53.152,-0.48,0.19,0.07,0.52
53.162,-0.43,0.25,0.20,0.53
53.172,-0.55,0.38,0.14,0.68
53.182,-0.64,0.37,0.29,0.79
53.192,-0.54,0.36,0.40,0.76
53.202,-0.52,0.06,-0.06,0.53
53.212,-0.52,0.44,0.22,0.72
53.222,-0.58,0.41,0.26,0.76
53.232,-0.52,0.36,0.46,0.78
53.242,-0.47,0.26,0.17,0.57
53.252,-0.49,0.20,0.19,0.56
53.262,-0.62,0.44,0.13,0.77
53.272,-0.58,0.28,0.40,0.75
53.282,-0.48,0.23,0.42,0.67
53.292,-0.47,0.15,0.16,0.52
53.302,-0.58,0.31,0.05,0.66
53.312,-0.57,0.34,0.29,0.72
53.322,-0.53,0.50,0.29,0.79
53.332,-0.48,0.14,0.08,0.51
53.342,-0.55,0.25,0.20,0.64
53.352,-0.61,0.35,0.23,0.74
53.362,-0.56,0.29,0.31,0.70
53.372,-0.45,0.23,0.32,0.60
53.382,-0.61,0.13,0.23,0.67
53.392,-0.72,0.21,0.40,0.85
53.401,-0.81,0.22,0.76,1.13
53.411,-0.64,0.15,0.38,0.76
53.421,-0.63,0.15,0.11,0.65
53.432,-0.37,1.22,0.38,1.33
53.441,-0.09,-0.51,0.35,0.63
53.452,-0.43,0.40,-0.21,0.62
53.461,-0.51,0.05,0.33,0.61
53.471,-0.59,0.44,0.35,0.81
53.481,-0.62,0.29,0.36,0.78
53.491,-0.47,0.35,0.57,0.82
53.501,-0.44,0.25,0.41,0.65
53.511,-0.46,0.29,0.13,0.56
53.521,-0.51,0.38,0.38,0.73
53.531,-0.47,0.41,0.86,1.06
53.541,-0.47,0.11,0.89,1.01
53.551,-0.47,0.23,0.45,0.69
53.561,-0.53,0.35,0.34,0.73
53.571,-0.48,0.39,0.75,0.97
53.581,-0.47,0.30,0.84,1.01
53.591,-0.44,0.10,0.42,0.61
53.601,-0.49,0.23,0.38,0.66
53.611,-0.55,0.37,0.50,0.83
53.621,-0.49,0.42,0.80,1.03
53.631,-0.45,0.35,0.50,0.75
53.641,-0.50,0.07,0.39,0.63
53.651,-0.47,0.35,0.53,0.79
53.661,-0.45,0.35,0.73,0.93
53.671,-0.37,0.30,0.78,0.91
53.681,-0.35,0.15,0.55,0.68
53.691,-0.49,0.31,0.43,0.73
53.701,-0.53,0.41,0.37,0.77
53.711,-0.45,0.42,0.72,0.95
53.721,-0.43,0.34,0.29,0.62
53.731,-0.52,0.19,0.55,0.78
53.741,-0.56,0.35,0.36,0.75
53.751,-0.53,0.18,0.74,0.92
53.761,-0.44,0.18,0.52,0.71
53.771,-0.51,0.11,0.13,0.54
53.781,-0.52,0.16,0.40,0.67
53.791,-0.49,0.38,0.46,0.77
53.801,-0.46,0.31,0.50,0.75
53.811,-0.42,0.22,0.26,0.54
53.821,-0.54,0.21,0.44,0.73
53.831,-0.53,0.41,0.51,0.84
53.841,-0.60,0.31,0.75,1.01
53.851,-0.78,0.61,0.45,1.09
53.861,-0.39,-0.07,0.29,0.49
53.871,-0.32,0.01,0.12,0.34
53.881,-0.51,0.14,0.43,0.68
53.891,-0.55,0.28,0.38,0.73
53.901,-0.55,0.21,0.09,0.60
53.911,-0.52,0.28,0.14,0.61
53.921,-0.41,0.23,0.29,0.55
53.931,-0.43,0.03,0.68,0.81
53.941,-0.40,0.08,0.43,0.60
53.951,-0.52,0.04,0.29,0.60
53.961,-0.54,0.27,0.41,0.73
53.971,-0.53,0.26,0.56,0.81
53.981,-0.43,0.23,0.23,0.54
53.990,-0.55,0.15,0.10,0.57
54.001,-0.50,0.32,0.19,0.63
54.010,-0.55,0.25,0.51,0.79
54.020,-0.42,0.15,0.46,0.64
54.030,-0.51,0.08,0.16,0.54
54.041,-0.57,0.08,0.27,0.64
54.050,-0.57,0.28,0.57,0.86
54.061,-0.55,0.12,0.62,0.84
54.070,-0.40,-0.01,0.31,0.51
54.080,-0.58,0.09,0.14,0.60
54.090,-0.50,0.27,0.28,0.63
54.100,-0.56,0.26,0.49,0.79
54.110,-0.44,0.09,0.22,0.51
54.120,-0.54,0.09,-0.11,0.56
54.130,-0.50,0.70,0.24,0.90
54.141,-0.61,-0.05,0.30,0.68
54.151,-0.44,0.01,0.47,0.64
54.160,-0.48,0.07,0.20,0.53
54.170,-0.56,0.40,0.16,0.71
54.180,-0.50,-0.12,0.32,0.60
54.190,-0.51,0.27,0.59,0.82
54.200,-0.42,0.03,0.27,0.50
54.210,-0.49,0.11,0.17,0.53
54.220,-0.45,0.20,0.36,0.61
54.230,-0.51,0.23,0.42,0.70
54.240,-0.43,0.08,0.22,0.49
54.250,-0.49,0.05,0.10,0.50
54.260,-0.52,0.28,0.22,0.63
54.270,-0.50,0.16,0.46,0.70
54.280,-0.47,0.19,0.35,0.62
54.290,-0.47,0.01,0.09,0.48
54.300,-0.49,0.19,0.24,0.58
54.310,-0.56,0.27,0.27,0.68
54.320,-0.50,0.19,0.50,0.73
54.330,-0.45,0.02,0.24,0.51
54.340,-0.53,0.09,0.02,0.54
54.350,-0.51,0.33,0.27,0.66
54.360,-0.48,0.26,0.53,0.76
54.370,-0.40,0.00,0.29,0.49
54.380,-0.46,-0.04,0.15,0.49
54.390,-0.53,0.24,0.09,0.59
54.400,-0.51,0.17,0.46,0.70
54.410,-0.49,0.12,0.43,0.66
54.420,-0.46,-0.02,0.11,0.48
54.430,-0.50,0.10,0.04,0.51
54.440,-0.52,0.33,0.17,0.64
54.450,-0.52,0.24,0.35,0.67
54.460,-0.44,0.05,0.03,0.45
54.470,-0.50,0.08,-0.03,0.51
54.480,-0.48,0.25,0.11,0.56
54.490,-0.49,0.18,0.40,0.66
54.500,-0.44,0.15,0.08,0.48
54.510,-0.40,0.02,0.08,0.41
54.520,-0.33,0.54,0.28,0.69
54.530,-0.70,-0.14,0.36,0.80
54.540,-0.43,0.19,0.35,0.58
54.550,-0.41,-0.04,0.21,0.47
54.560,-0.40,0.20,0.19,0.48
54.570,-0.48,0.19,0.34,0.62
54.580,-0.46,0.23,0.39,0.65
54.590,-0.42,0.09,0.12,0.44
54.600,-0.47,0.08,0.10,0.49
54.610,-0.46,0.31,0.34,0.65
54.620,-0.48,0.15,0.49,0.70
54.630,-0.41,0.08,0.27,0.50
54.640,-0.44,-0.07,0.28,0.52
54.650,-0.51,0.19,0.14,0.56
54.660,-0.45,0.15,0.54,0.72
54.670,-0.44,0.14,0.41,0.61
54.679,-0.42,-0.09,0.16,0.46
54.690,-0.44,0.11,0.21,0.50
54.699,-0.42,0.21,0.34,0.58
54.709,-0.44,0.17,0.40,0.61
54.720,-0.42,0.02,0.27,0.50
54.729,-0.47,0.07,0.16,0.50
54.739,-0.45,0.20,0.44,0.66
54.749,-0.44,0.18,0.63,0.79
54.760,-0.42,-0.03,0.37,0.56
54.769,-0.43,-0.03,0.21,0.48
54.779,-0.50,0.12,0.25,0.57
54.790,-0.50,0.22,0.59,0.80
54.799,-0.42,0.11,0.51,0.67
54.809,-0.35,0.02,0.21,0.41
54.819,-0.45,0.04,0.15,0.48
54.829,-0.43,0.20,0.39,0.62
54.839,-0.45,0.05,0.48,0.66
54.849,-0.35,-0.11,0.10,0.38
54.859,-0.46,-0.10,0.11,0.49
54.869,-0.51,0.19,0.24,0.60
54.879,-0.51,0.09,0.37,0.63
54.889,-0.39,0.06,0.27,0.48
54.899,-0.45,-0.09,0.13,0.48
54.909,-0.44,0.07,0.19,0.48
54.919,-0.49,0.15,0.51,0.72
54.929,-0.38,0.00,0.57,0.69
54.939,-0.40,-0.06,0.23,0.46
54.949,-0.43,-0.06,0.34,0.55
54.959,-0.47,0.14,0.46,0.67
54.969,-0.46,0.16,0.46,0.67
54.979,-0.38,0.00,0.25,0.45
54.989,-0.46,0.01,0.20,0.50
54.999,-0.46,0.04,0.38,0.60
55.009,-0.52,-0.00,0.45,0.69
55.019,-0.35,-0.00,0.26,0.43
55.029,-0.47,-0.07,0.09,0.48
55.039,-0.49,0.14,0.12,0.52
55.049,-0.48,0.10,0.29,0.56
55.059,-0.44,-0.01,0.37,0.57
55.069,-0.46,-0.10,-0.06,0.47
55.079,-0.48,-0.01,0.04,0.48
55.089,-0.50,0.28,0.12,0.58
55.099,-0.48,0.05,0.21,0.53
55.109,-0.36,-0.06,0.07,0.37
55.119,-0.44,-0.11,0.06,0.46
55.129,-0.47,0.15,0.15,0.52
55.139,-0.49,0.15,0.44,0.67
55.149,-0.41,-0.01,0.26,0.49
55.159,-0.45,-0.04,0.05,0.46
55.169,-0.47,0.10,0.08,0.48
55.179,-0.45,0.25,0.31,0.60
55.189,-0.37,0.13,0.30,0.50
55.199,-0.44,-0.08,-0.09,0.45
55.209,-0.45,0.05,0.03,0.46
55.219,-0.53,0.27,0.15,0.61
55.229,-0.47,0.26,0.35,0.64
55.239,-0.39,-0.09,-0.01,0.40
55.249,-0.38,-0.10,-0.10,0.40
55.259,-0.43,0.20,-0.00,0.47
55.269,-0.41,0.12,0.23,0.49
55.279,-0.41,0.01,-0.03,0.41
55.289,-0.41,-0.06,0.05,0.42
55.299,-0.49,0.09,0.03,0.50
55.309,-0.51,0.08,0.20,0.56
55.319,-0.40,0.09,0.30,0.50
55.329,-0.43,-0.15,-0.20,0.50
55.339,-0.41,-0.03,-0.11,0.43
55.349,-0.43,0.18,0.13,0.48
55.359,-0.45,0.14,0.16,0.49
55.369,-0.44,0.02,-0.09,0.45
55.378,-0.46,-0.10,-0.10,0.48
55.388,-0.41,0.09,0.05,0.42
55.398,-0.45,0.15,0.20,0.51
55.409,-0.36,-0.00,0.03,0.36
55.419,-0.39,-0.14,-0.07,0.42
55.428,-0.41,0.07,-0.15,0.44
55.438,-0.45,0.19,-0.03,0.48
55.448,-0.41,0.23,0.22,0.52
55.458,-0.40,0.01,-0.22,0.46
55.469,-0.42,-0.07,-0.24,0.49
55.478,-0.38,0.13,0.12,0.42
55.488,-0.38,0.11,0.20,0.44
55.498,-0.38,-0.03,-0.13,0.40
55.508,-0.40,-0.21,0.03,0.45
55.518,-0.44,0.14,0.00,0.46
55.528,-0.45,0.08,0.21,0.50
55.538,-0.36,0.11,0.18,0.42
55.548,-0.30,-0.08,-0.01,0.31
55.558,-0.45,-0.05,-0.17,0.48
55.568,-0.39,0.09,0.06,0.40
55.578,-0.40,0.05,0.20,0.45
55.588,-0.31,-0.05,-0.13,0.34
55.598,-0.46,-0.12,-0.33,0.58
55.608,-0.36,0.09,0.10,0.39
55.618,-0.39,0.12,0.23,0.47
55.628,-0.39,0.03,-0.15,0.42
55.638,-0.57,0.05,-0.15,0.59
55.648,-0.30,0.04,-0.38,0.48
55.658,-0.40,0.04,0.01,0.40
55.668,-0.36,0.01,0.06,0.37
55.678,-0.44,0.02,-0.33,0.55
55.688,-0.37,-0.00,-0.31,0.48
55.698,-0.39,-0.00,-0.15,0.42
55.708,-0.33,-0.08,-0.02,0.34
55.718,-0.36,-0.12,-0.20,0.43
55.728,-0.41,-0.20,-0.37,0.59
55.738,-0.35,-0.09,-0.24,0.43
55.748,-0.38,-0.10,0.01,0.39
55.758,-0.34,-0.06,-0.38,0.51
55.768,-0.40,-0.18,-0.59,0.74
55.778,-0.41,0.09,-0.55,0.69
55.788,-0.49,0.05,-0.33,0.59
55.798,-0.37,-0.04,-0.22,0.44
55.808,-0.38,-0.10,-0.47,0.61
55.818,-0.41,-0.16,-0.48,0.66
55.828,-0.40,-0.02,-0.12,0.42
55.838,-0.40,0.04,-0.29,0.49
55.848,-0.30,-0.17,-0.46,0.58
55.858,-0.43,-0.12,-0.62,0.77
55.868,-0.44,0.07,-0.50,0.67
55.878,-0.49,0.13,-0.21,0.55
55.888,-0.39,-0.03,-0.36,0.53
55.898,-0.40,-0.20,-0.67,0.80
55.908,-0.39,0.14,-0.54,0.68
55.918,-0.46,0.15,-0.38,0.62
55.928,-0.43,-0.28,-0.35,0.63
55.938,-0.33,-0.20,-0.57,0.68
55.948,-0.29,0.09,-0.64,0.71
55.958,-0.46,0.10,-0.55,0.72
55.968,-0.52,0.05,-0.39,0.65
55.978,-0.28,0.01,-0.79,0.84
55.988,-0.41,-0.08,-1.03,1.11
55.998,-0.28,0.46,-0.76,0.93
56.008,-0.57,0.04,-0.45,0.72
56.018,-0.33,-0.04,-0.42,0.53
56.028,-0.36,-0.13,-0.50,0.63
56.037,-0.42,0.02,-0.41,0.59
56.048,-0.24,0.36,-0.11,0.44
56.058,-0.48,0.12,-0.21,0.54
56.067,-0.32,0.06,-0.43,0.54
56.077,-0.45,0.02,-0.36,0.57
56.087,-0.24,0.30,-0.30,0.49
56.097,-0.42,0.17,-0.15,0.48
56.107,-0.35,0.09,-0.34,0.50
56.117,-0.34,0.07,-0.48,0.60
56.127,-0.35,0.15,-0.38,0.54
56.138,-0.33,0.33,-0.12,0.48
56.147,-0.28,0.18,-0.23,0.40
56.157,-0.29,0.11,-0.46,0.55
56.167,-0.40,0.24,-0.42,0.62
56.177,-0.10,0.60,-0.29,0.68
56.187,-0.44,0.18,-0.13,0.49
56.197,-0.28,0.18,-0.52,0.62
56.207,-0.30,0.26,-0.67,0.78
56.217,-0.31,0.31,-0.38,0.58
56.227,-0.50,0.26,-0.17,0.59
56.237,-0.24,0.25,-0.51,0.62
56.247,-0.35,0.14,-0.55,0.66
56.257,-0.40,0.27,-0.49,0.69
56.267,-0.40,0.36,-0.26,0.60
56.277,-0.28,0.17,-0.37,0.49
56.287,-0.33,0.09,-0.59,0.68
56.297,-0.38,0.19,-0.49,0.65
56.307,-0.33,0.31,-0.33,0.56
56.317,-0.29,0.35,-0.36,0.58
56.327,-0.26,0.15,-0.73,0.79
56.337,-0.41,0.13,-0.63,0.76
56.347,-0.42,0.30,-0.50,0.72
56.357,-0.41,0.31,-0.28,0.59
56.367,-0.29,0.10,-0.41,0.51
56.377,-0.36,-0.00,-0.54,0.65
56.387,-0.35,0.24,-0.36,0.56
56.397,-0.39,0.48,-0.35,0.71
56.407,-0.27,0.20,-0.37,0.50
56.417,-0.23,0.05,-0.47,0.52
56.427,-0.33,0.12,-0.32,0.48
56.437,-0.35,0.29,-0.31,0.55
56.447,-0.35,0.30,-0.12,0.47
56.457,-0.30,0.23,-0.56,0.67
56.467,-0.33,0.13,-0.51,0.62
56.477,-0.34,0.29,-0.48,0.65
56.487,-0.34,0.27,-0.25,0.50
56.497,-0.21,0.14,-0.25,0.36
56.507,-0.29,0.03,-0.38,0.48
56.517,-0.32,0.27,-0.49,0.65
56.527,-0.35,0.36,-0.21,0.55
56.537,-0.28,0.30,-0.28,0.49
56.547,-0.27,-0.02,-0.45,0.52
56.557,-0.39,0.10,-0.41,0.58
56.567,-0.35,0.23,-0.32,0.53
56.577,-0.38,0.31,-0.31,0.58
56.587,-0.25,0.16,-0.36,0.47
56.597,-0.41,0.07,-0.51,0.66
56.607,-0.29,0.21,-0.35,0.50
56.617,-0.34,0.34,-0.26,0.54
56.627,-0.17,0.10,-0.16,0.25
56.637,-0.34,0.05,-0.56,0.66
56.647,-0.36,0.08,-0.45,0.58
56.656,-0.32,0.32,-0.27,0.53
56.667,-0.24,0.19,-0.12,0.33
56.676,-0.27,0.07,-0.46,0.54
56.687,-0.35,0.11,-0.34,0.50
56.697,-0.29,0.23,-0.29,0.48
56.707,-0.31,0.24,-0.19,0.43
56.717,-0.21,0.16,-0.43,0.50
56.726,-0.41,0.13,-0.53,0.69
56.737,-0.35,0.31,-0.34,0.58
56.746,-0.32,0.33,-0.07,0.47
56.757,-0.18,0.06,-0.33,0.38
56.766,-0.25,0.07,-0.51,0.57
56.776,-0.33,0.26,-0.43,0.61
56.786,-0.33,0.39,-0.29,0.59
56.797,-0.25,0.22,-0.33,0.47
56.807,-0.20,0.12,-0.41,0.47
56.816,-0.42,0.10,-0.43,0.61
56.826,-0.26,0.26,-0.35,0.51
56.836,-0.32,0.28,-0.26,0.50
56.846,-0.09,0.16,-0.44,0.48
56.856,-0.34,0.15,-0.59,0.70
56.866,-0.24,0.30,-0.37,0.53
56.876,-0.27,0.36,-0.18,0.49
56.887,-0.20,0.21,-0.36,0.46
56.896,-0.29,0.06,-0.53,0.61
56.906,-0.39,0.17,-0.43,0.60
56.916,-0.24,0.31,-0.38,0.55
56.926,-0.19,0.21,-0.25,0.38
56.936,-0.17,0.09,-0.40,0.44
56.946,-0.35,0.08,-0.38,0.52
56.956,-0.26,0.15,-0.22,0.37
56.966,-0.28,0.24,-0.22,0.43
56.976,-0.13,0.23,-0.39,0.47
56.986,-0.35,0.13,-0.49,0.61
56.996,-0.23,0.29,-0.35,0.50
57.006,-0.21,0.28,-0.22,0.41
57.016,-0.14,0.16,-0.42,0.47
57.026,-0.29,0.16,-0.62,0.70
57.036,-0.28,0.25,-0.39,0.54
57.046,-0.31,0.20,-0.33,0.50
57.056,-0.13,0.09,-0.18,0.24
57.066,-0.19,0.06,-0.57,0.61
57.076,-0.30,0.18,-0.54,0.64
57.086,-0.25,0.31,-0.32,0.51
57.096,-0.24,0.24,-0.18,0.39
57.106,-0.19,-0.01,-0.53,0.56
57.116,-0.26,0.01,-0.48,0.55
57.126,-0.22,0.33,-0.48,0.62
57.136,-0.22,0.27,-0.13,0.38
57.146,-0.16,0.11,-0.49,0.53
57.156,-0.28,-0.11,-0.64,0.71
57.166,-0.28,0.19,-0.51,0.61
57.176,-0.32,0.29,-0.37,0.57
57.186,-0.17,0.23,-0.29,0.40
57.196,-0.18,0.01,-0.52,0.55
57.206,-0.27,0.04,-0.60,0.66
57.216,-0.25,0.27,-0.49,0.61
57.226,-0.21,0.24,-0.30,0.44
57.236,-0.17,0.13,-0.62,0.65
57.246,-0.29,-0.07,-0.57,0.65
57.256,-0.24,0.11,-0.37,0.45
57.266,-0.21,0.14,-0.26,0.37
57.276,-0.14,0.05,-0.61,0.63
57.286,-0.20,0.04,-0.62,0.65
57.296,-0.28,0.23,-0.62,0.72
57.306,-0.28,0.26,-0.23,0.45
57.316,-0.17,0.13,-0.36,0.42
57.326,-0.20,-0.09,-0.66,0.70
