Group numbers,Specimen material,Test type,
,,,
,,,
Results Table 1,,,
,Group numbers,Specimen material,Test type
2,17,erethane_foam,compression
,,,
Results Table 2,,,
,,,
,,,
,,,
Time,Displacement,Force,
(s),(mm),(N),
183.6,6.12005,18.49745,
183.7,6.12354,18.43082,
183.8,6.1267,18.65631,
183.9,6.13002,18.65491,
184,6.13355,18.64116,
184.1,6.13671,18.7886,
184.2,6.14004,18.61648,
184.3,6.14357,18.68651,
184.4,6.14673,18.61305,
184.5,6.14995,18.78671,
184.6,6.15364,18.5668,
184.7,6.15675,18.82926,
184.8,6.15996,18.77765,
184.9,6.16361,18.56308,
185,6.16677,18.6778,
185.1,6.16988,18.54877,
185.2,6.17368,18.70013,
185.3,6.17679,18.70168,
185.4,6.17984,18.70669,
185.5,6.18375,18.85182,
185.6,6.1868,18.66465,
185.7,6.18986,18.59476,
185.8,6.19382,18.94532,
185.9,6.19677,18.56217,
186,6.19982,18.76692,
186.1,6.20379,18.82992,
186.2,6.20673,18.72692,
186.3,6.20984,18.71948,
186.4,6.2138,18.77189,
186.5,6.21675,18.82724,
186.6,6.21986,18.807,
186.7,6.22377,18.80034,
186.8,6.22671,18.69042,
186.9,6.22988,18.84009,
187,6.23373,18.65737,
187.1,6.23673,18.79523,
187.2,6.23989,18.79219,
187.3,6.2437,18.78751,
187.4,6.2468,18.71627,
187.5,6.24996,18.72299,
187.6,6.25366,18.71214,
187.7,6.25677,19.03774,
187.8,6.25993,18.91416,
187.9,6.26357,18.8961,
188,6.26679,18.88918,
188.1,6.27,18.82324,
188.2,6.27354,19.02652,
188.3,6.27686,18.97353,
188.4,6.28002,18.75552,
188.5,6.2835,18.91146,
188.6,6.28682,18.92719,
188.7,6.29004,18.85884,
188.8,6.29341,18.97189,
188.9,6.29684,19.04876,
189,6.30011,18.92085,
189.1,6.30332,18.88214,
189.2,6.30686,18.91452,
189.3,6.31012,18.93541,
189.4,6.31329,18.99808,
189.5,6.31693,18.98944,
189.6,6.32014,18.72336,
189.7,6.32325,19.10232,
189.8,6.32705,18.92432,
189.9,6.33011,18.68674,
190,6.33321,19.00921,
190.1,6.33707,18.97461,
190.2,6.34013,18.74626,
190.3,6.34318,19.13548,
190.4,6.34709,19.23993,
190.5,6.35009,19.07969,
190.6,6.3532,19.13616,
190.7,6.35711,18.92981,
190.8,6.36005,19.03943,
190.9,6.36316,18.903,
191,6.36712,19.01436,
191.1,6.37007,18.98457,
191.2,6.37323,18.97791,
191.3,6.37709,19.14753,
191.4,6.38009,19.14048,
191.5,6.3832,19.09528,
191.6,6.38711,19.20341,
191.7,6.39011,19.04249,
191.8,6.39321,19.13084,
191.9,6.39707,19.08598,
192,6.40013,19.01056,
192.1,6.40323,19.25291,
192.2,6.40704,18.92834,
192.3,6.41009,19.22096,
192.4,6.41325,19.0555,
192.5,6.417,19.11387,
192.6,6.42011,19.29486,
192.7,6.42321,19.16188,
192.8,6.42702,19.16794,
192.9,6.43007,19.24421,
193,6.43329,19.13586,
193.1,6.43693,19.10004,
193.2,6.44009,19.26435,
193.3,6.44336,19.17022,
193.4,6.44684,19.16996,
193.5,6.45016,19.14177,
193.6,6.45337,19.18771,
193.7,6.45675,19.31601,
193.8,6.46018,19.13881,
193.9,6.46345,19.28423,
194,6.46671,19.32167,
194.1,6.47025,19.26911,
194.2,6.47341,19.28337,
194.3,6.47662,19.23198,
194.4,6.48027,19.28272,
194.5,6.48343,19.18536,
194.6,6.48659,19.25293,
194.7,6.49028,19.27692,
194.8,6.49339,19.29424,
194.9,6.49661,19.29871,
195,6.50036,19.21741,
195.1,6.50341,19.39812,
195.2,6.50657,19.46518,
195.3,6.51043,19.21037,
195.4,6.51343,19.43332,
195.5,6.51654,19.33088,
195.6,6.52039,19.3651,
195.7,6.52345,19.50735,
195.8,6.5265,19.35413,
195.9,6.53046,19.36753,
196,6.53346,19.4429,
196.1,6.53646,19.29783,
196.2,6.54048,19.21478,
196.3,6.54343,19.36624,
196.4,6.54648,19.43752,
196.5,6.5505,19.35148,
196.6,6.55345,19.4833,
196.7,6.5565,19.50732,
196.8,6.56046,19.39359,
196.9,6.56341,19.28965,
197,6.56657,19.44785,
197.1,6.57043,19.41931,
197.2,6.57343,19.39861,
197.3,6.57659,19.35346,
197.4,6.58034,19.48867,
197.5,6.58339,19.36999,
197.6,6.58661,19.39171,
197.7,6.5903,19.38487,
197.8,6.59341,19.35489,
197.9,6.59668,19.35697,
198,6.60021,19.46086,
198.1,6.60348,19.62656,
198.2,6.6067,19.36993,
198.3,6.61018,19.6316,
198.4,6.6135,19.53467,
198.5,6.61671,19.58679,
198.6,6.62014,19.24635,
198.7,6.62352,19.60482,
198.8,6.62668,19.4465,
198.9,6.63011,19.54954,
199,6.63354,19.51254,
199.1,6.6367,19.52471,
199.2,6.64002,19.52427,
199.3,6.64361,19.5244,
199.4,6.64677,19.48172,
199.5,6.64998,19.58015,
199.6,6.65357,19.60073,
199.7,6.65673,19.51428,
199.8,6.65989,19.74111,
199.9,6.66364,19.58237,
200,6.6668,19.45269,
200.1,6.66991,19.71042,
200.2,6.67366,19.66557,
200.3,6.67682,19.57875,
200.4,6.67987,19.61549,
200.5,6.68373,19.57912,
200.6,6.68679,19.64977,
200.7,6.68984,19.55405,
200.8,6.6938,19.61329,
200.9,6.6968,19.59776,
201,6.6998,19.61126,
201.1,6.70382,19.61679,
201.2,6.70671,19.80696,
201.3,6.70982,19.56718,
201.4,6.71384,19.9123,
201.5,6.71673,19.60323,
201.6,6.71984,19.86206,
201.7,6.7238,19.61323,
201.8,6.72675,19.77409,
201.9,6.72991,19.80024,
202,6.73371,19.75335,
202.1,6.73671,19.43076,
202.2,6.73993,19.5987,
202.3,6.74368,19.78482,
202.4,6.74679,19.73742,
202.5,6.74995,19.75025,
202.6,6.75364,19.87287,
202.7,6.7568,19.90087,
202.8,6.75996,19.6798,
202.9,6.76355,19.84754,
203,6.76682,19.76635,
203.1,6.76998,19.70981,
203.2,6.77352,20.02131,
203.3,6.77684,20.00847,
203.4,6.78,19.91963,
203.5,6.78348,19.78716,
203.6,6.78686,19.77237,
203.7,6.79007,19.63482,
203.8,6.79339,19.96536,
203.9,6.79682,19.72374,
204,6.80009,19.86418,
204.1,6.80341,19.92,
204.2,6.80689,19.86625,
204.3,6.81011,19.88753,
204.4,6.81332,19.98699,
204.5,6.81696,19.87062,
204.6,6.82012,19.87255,
204.7,6.82329,20.12964,
204.8,6.82698,19.80641,
204.9,6.83014,19.78716,
205,6.83325,19.95044,
205.1,6.83705,20.01596,
205.2,6.84011,20.0733,
205.3,6.84321,19.92242,
205.4,6.84707,19.92875,
205.5,6.85007,20.07856,
205.6,6.85318,20.00913,
205.7,6.85709,20.14535,
205.8,6.86009,20.00659,
205.9,6.8632,19.834,
206,6.86711,19.99899,
206.1,6.87011,20.1232,
206.2,6.87321,20.12055,
206.3,6.87712,20.08313,
206.4,6.88013,20.08124,
206.5,6.88318,20.09384,
206.6,6.88709,19.99604,
206.7,6.89014,19.99072,
206.8,6.8932,20.15388,
206.9,6.89711,20.03927,
207,6.90011,19.95168,
207.1,6.90321,20.00409,
207.2,6.90707,20.10834,
207.3,6.91012,19.97461,
207.4,6.91329,20.1587,
207.5,6.91704,20.11911,
207.6,6.92009,20.08239,
207.7,6.9233,20.28802,
207.8,6.92695,20.23566,
207.9,6.93011,20.11501,
208,6.93332,20.10616,
208.1,6.93686,20.127,
208.2,6.94012,20.06825,
208.3,6.94339,20.23276,
208.4,6.94677,20.04013,
208.5,6.9502,20.43264,
208.6,6.95341,20.24935,
208.7,6.95673,20.16874,
208.8,6.96021,20.10969,
208.9,6.96343,20.33416,
209,6.9667,20.3211,
209.1,6.97029,20.05323,
209.2,6.97339,20.46783,
209.3,6.97661,20.31699,
209.4,6.9803,20.22854,
209.5,6.98341,20.21707,
209.6,6.98657,20.32374,
209.7,6.99032,20.21795,
209.8,6.99343,20.0466,
209.9,6.99659,20.35957,
210,7.00034,20.38259,
210.1,7.00345,20.24823,
210.2,7.00655,20.24287,
210.3,7.01036,20.47224,
210.4,7.01341,20.24683,
210.5,7.01652,20.26472,
210.6,7.02037,20.3365,
210.7,7.02343,20.31491,
210.8,7.02648,20.4599,
210.9,7.03045,20.39235,
211,7.03345,20.51375,
211.1,7.0365,20.28157,
211.2,7.04046,20.43953,
211.3,7.04346,20.32393,
211.4,7.04652,20.28122,
211.5,7.05048,20.42748,
211.6,7.05343,20.26519,
211.7,7.05648,20.32521,
211.8,7.06045,20.49369,
211.9,7.06339,20.46585,
212,7.0665,20.37091,
212.1,7.07046,20.47162,
212.2,7.07341,20.30724,
212.3,7.07657,20.57736,
212.4,7.08037,20.41963,
212.5,7.08343,20.43874,
212.6,7.08659,20.43434,
212.7,7.09034,20.30437,
212.8,7.09339,20.4076,
212.9,7.09661,20.53844,
213,7.10025,20.53684,
213.1,7.10346,20.34842,
213.2,7.10668,20.55143,
213.3,7.11016,20.36143,
213.4,7.11348,20.51489,
213.5,7.1167,20.48088,
213.6,7.12007,20.58718,
213.7,7.12355,20.4092,
213.8,7.12671,20.55308,
213.9,7.13009,20.66282,
214,7.13357,20.41648,
214.1,7.13673,20.50796,
214.2,7.14005,20.31974,
214.3,7.14359,20.58022,
214.4,7.14675,20.53942,
214.5,7.14996,20.69066,
214.6,7.15361,20.50364,
214.7,7.15677,20.57808,
214.8,7.15993,20.56461,
214.9,7.16368,20.63921,
215,7.16679,20.70821,
215.1,7.16984,20.50956,
215.2,7.17375,20.60532,
215.3,7.1768,20.60756,
215.4,7.1798,20.71466,
215.5,7.18377,20.6141,
215.6,7.18677,20.42975,
215.7,7.18982,20.52356,
215.8,7.19384,20.71265,
215.9,7.19679,20.6534,
216,7.19979,20.77311,
216.1,7.2038,20.65239,
216.2,7.20675,20.6912,
216.3,7.20986,20.61151,
216.4,7.21382,20.70265,
216.5,7.21671,20.67578,
216.6,7.21987,20.71406,
216.7,7.22379,20.5908,
216.8,7.22673,20.6026,
216.9,7.22989,20.6563,
217,7.23375,20.77996,
217.1,7.23675,20.64059,
217.2,7.23991,20.8935,
217.3,7.24371,20.83371,
217.4,7.24677,20.8415,
217.5,7.24993,20.78648,
217.6,7.25362,20.88589,
217.7,7.25679,21.00106,
217.8,7.26,20.73316,
217.9,7.26359,20.91495,
218,7.2668,20.683,
218.1,7.26996,20.75591,
218.2,7.27355,20.93475,
218.3,7.27682,20.8654,
218.4,7.27998,20.71704,
218.5,7.28352,20.90214,
218.6,7.28684,20.99623,
218.7,7.29005,20.7345,
218.8,7.29343,20.84066,
218.9,7.2968,20.75892,
219,7.30007,20.82188,
219.1,7.30339,20.86998,
219.2,7.30693,20.88132,
219.3,7.31009,21.10933,
219.4,7.3133,20.74835,
219.5,7.31695,20.96005,
219.6,7.32016,20.99734,
219.7,7.32327,20.9245,
219.8,7.32696,20.81165,
219.9,7.33012,20.92244,
220,7.33318,20.91779,
220.1,7.33704,21.03181,
220.2,7.34009,20.90089,
220.3,7.3432,20.87803,
220.4,7.34711,20.96582,
220.5,7.35005,20.98673,
220.6,7.35316,21.00745,
220.7,7.35712,20.96723,
220.8,7.36007,20.85656,
220.9,7.36318,20.86646,
221,7.36714,21.10619,
221.1,7.37009,21.16239,
221.2,7.3732,20.91293,
221.3,7.37711,20.99279,
221.4,7.38005,21.11342,
221.5,7.38316,21.0738,
221.6,7.38707,21.09093,
221.7,7.39012,20.95608,
221.8,7.39323,21.01802,
221.9,7.39709,21.01716,
222,7.40014,20.93907,
222.1,7.40325,21.06747,
222.2,7.40705,21.06664,
222.3,7.41011,21.00492,
222.4,7.41327,21.16295,
222.5,7.41702,20.99142,
222.6,7.42012,21.20453,
222.7,7.42323,21.21674,
222.8,7.42693,20.94212,
222.9,7.43009,20.90369,
223,7.4333,21.26669,
223.1,7.43689,21.18759,
223.2,7.44011,20.90696,
223.3,7.44338,21.10035,
223.4,7.44686,21.20442,
223.5,7.45012,21.18534,
223.6,7.45339,21.26245,
223.7,7.45677,21.15436,
223.8,7.4602,21.21404,
223.9,7.46341,21.28845,
224,7.46673,21.2467,
224.1,7.47021,21.34173,
224.2,7.47343,21.35306,
224.3,7.47664,21.09063,
224.4,7.48029,21.27289,
224.5,7.48339,21.36393,
224.6,7.48661,21.08945,
224.7,7.4903,21.32436,
224.8,7.49341,21.42738,
224.9,7.49657,21.25909,
225,7.50032,21.22574,
225.1,7.50343,21.10524,
225.2,7.50659,21.30208,
225.3,7.51039,21.28698,
225.4,7.51345,21.18885,
225.5,7.51655,21.35333,
225.6,7.52041,21.13561,
225.7,7.52346,21.31008,
225.8,7.52652,21.37873,
225.9,7.53043,21.2669,
226,7.53348,21.27476,
226.1,7.53648,21.25768,
226.2,7.54045,21.31267,
226.3,7.54345,21.31762,
226.4,7.54645,21.29644,
226.5,7.55046,21.28251,
226.6,7.55346,21.52545,
226.7,7.55652,21.49033,
226.8,7.56048,21.54229,
226.9,7.56343,21.31138,
227,7.56654,21.48613,
227.1,7.57045,21.4392,
227.2,7.57339,21.38849,
227.3,7.57661,21.60538,
227.4,7.58036,21.38345,
227.5,7.58341,21.37712,
227.6,7.58662,21.34024,
227.7,7.59027,21.51541,
227.8,7.59343,21.35626,
227.9,7.59664,21.58294,
228,7.60018,21.50456,
228.1,7.60345,21.33236,
228.2,7.60671,21.58032,
228.3,7.61014,21.67195,
228.4,7.61352,21.61778,
228.5,7.61673,21.56093,
228.6,7.62005,21.34672,
228.7,7.62359,21.58104,
228.8,7.6267,21.50331,
228.9,7.63002,21.59685,
229,7.63355,21.50419,
229.1,7.63677,21.45385,
229.2,7.64004,21.3012,
229.3,7.64357,21.46421,
229.4,7.64673,21.63174,
229.5,7.64995,21.64534,
229.6,7.65359,21.63091,
229.7,7.65675,21.52523,
229.8,7.65996,21.52115,
229.9,7.66361,21.5234,
230,7.66677,21.64684,
230.1,7.66988,21.59774,
230.2,7.67368,21.51858,
230.3,7.67679,21.45415,
230.4,7.67989,21.55856,
230.5,7.68375,21.68746,
230.6,7.6868,21.43761,
230.7,7.68986,21.58817,
230.8,7.69377,21.4922,
230.9,7.69677,21.50461,
231,7.69982,21.70908,
231.1,7.70379,21.59563,
231.2,7.70673,21.75947,
231.3,7.70984,21.67234,
231.4,7.7138,21.60443,
231.5,7.71675,21.6297,
231.6,7.71986,21.54548,
231.7,7.72377,21.63577,
231.8,7.72671,21.76143,
231.9,7.72988,21.54782,
232,7.73379,21.63926,
232.1,7.73673,21.78067,
232.2,7.73989,21.55984,
232.3,7.7437,21.9176,
232.4,7.7468,21.60759,
232.5,7.74996,21.92289,
232.6,7.75366,21.84272,
232.7,7.75677,21.83171,
232.8,7.75993,21.7374,
232.9,7.76357,21.67414,
233,7.76679,21.9213,
233.1,7.77,21.61084,
233.2,7.77354,21.72495,
233.3,7.7768,21.73134,
233.4,7.78002,21.74428,
233.5,7.7835,21.79713,
233.6,7.78682,21.77715,
233.7,7.79004,21.73752,
233.8,7.79341,21.82405,
233.9,7.79689,21.76716,
234,7.80011,21.83519,
234.1,7.80332,21.89929,
234.2,7.80691,21.88209,
234.3,7.81013,21.71472,
234.4,7.81323,22.00681,
234.5,7.81693,21.94554,
234.6,7.82014,21.97864,
234.7,7.82325,21.96947,
234.8,7.827,22.14372,
234.9,7.83011,22.09728,
235,7.83316,21.91441,
235.1,7.83713,21.90129,
235.2,7.84007,21.90394,
235.3,7.84318,22.06046,
235.4,7.84709,21.96543,
235.5,7.85009,22.02566,
235.6,7.8532,22.03487,
235.7,7.85711,21.91903,
235.8,7.86005,22.00939,
235.9,7.86316,22.01953,
236,7.86707,21.99613,
236.1,7.87007,22.01322,
236.2,7.87318,22.03705,
236.3,7.87714,21.94414,
236.4,7.88009,22.11048,
236.5,7.8832,22.06472,
236.6,7.88711,21.73792,
236.7,7.89016,21.95497,
236.8,7.89321,22.07106,
236.9,7.89707,21.91895,
237,7.90013,22.0789,
237.1,7.90323,22.16425,
237.2,7.90704,22.09957,
237.3,7.91014,22.0802,
237.4,7.9132,22.16607,
237.5,7.917,22.04516,
237.6,7.92011,21.97763,
237.7,7.92327,22.2057,
237.8,7.92696,22.10641,
237.9,7.93007,22.10413,
238,7.93329,22.36919,
238.1,7.93693,22.15279,
238.2,7.94009,22.26205,
238.3,7.94336,22.34925,
238.4,7.94684,22.20006,
238.5,7.95011,22.37593,
238.6,7.95338,22.30816,
238.7,7.95675,22.15843,
238.8,7.96018,22.13773,
238.9,7.96339,22.1545,
239,7.96671,22.17094,
239.1,7.97025,22.10375,
239.2,7.97341,22.2989,
239.3,7.97662,22.25828,
239.4,7.98027,22.37919,
239.5,7.98343,22.06734,
239.6,7.98659,22.16476,
239.7,7.99029,22.38338,
239.8,7.99339,22.34601,
239.9,7.99661,22.26208,
240,8.0003,22.18563,
240.1,8.00341,22.32673,
240.2,8.00657,22.32532,
240.3,8.01038,22.38696,
240.4,8.01343,22.44447,
240.5,8.01654,22.42119,
240.6,8.02045,22.1722,
240.7,8.02345,22.31525,
240.8,8.0265,22.37641,
240.9,8.03047,22.35245,
241,8.03346,22.35254,
241.1,8.03646,22.43043,
241.2,8.04048,22.5038,
241.3,8.04343,22.43897,
241.4,8.04648,22.53453,
241.5,8.0505,22.33667,
241.6,8.05345,22.30125,
241.7,8.0565,22.57881,
241.8,8.06046,22.3921,
241.9,8.06341,22.48656,
242,8.06652,22.63218,
242.1,8.07043,22.52435,
242.2,8.07343,22.52309,
242.3,8.07659,22.4949,
242.4,8.08034,22.34493,
242.5,8.08339,22.58818,
242.6,8.08661,22.44178,
242.7,8.0903,22.54605,
242.8,8.09341,22.5735,
242.9,8.09668,22.40232,
243,8.10021,22.38858,
243.1,8.10343,22.48394,
243.2,8.1067,22.37459,
243.3,8.11018,22.59041,
243.4,8.1135,22.69143,
243.5,8.11671,22.34121,
243.6,8.12014,22.47218,
243.7,8.12357,22.56905,
243.8,8.12668,22.54366,
243.9,8.13005,22.74154,
244,8.13354,22.58069,
244.1,8.1367,22.63533,
244.2,8.14002,22.59833,
244.3,8.14361,22.57393,
244.4,8.14677,22.52238,
244.5,8.14998,22.39259,
244.6,8.15357,22.66352,
244.7,8.15679,22.55482,
244.8,8.15995,22.59445,
244.9,8.16364,22.60473,
245,8.1668,22.60245,
245.1,8.16991,22.69821,
245.2,8.17371,22.74829,
245.3,8.17682,22.57661,
245.4,8.17988,22.80082,
245.5,8.18373,22.78606,
245.6,8.18679,22.71179,
245.7,8.18979,22.81254,
245.8,8.1938,22.6494,
245.9,8.19675,22.5852,
246,8.1998,22.77055,
246.1,8.20382,22.73306,
246.2,8.20677,22.68543,
246.3,8.20982,22.80765,
246.4,8.21384,22.66253,
246.5,8.21673,22.70053,
246.6,8.21984,22.68864,
246.7,8.2238,22.96051,
246.8,8.22675,22.89371,
246.9,8.22986,22.8648,
247,8.23377,22.75258,
247.1,8.23671,22.6688,
247.2,8.23993,22.78669,
247.3,8.24362,22.97439,
247.4,8.24679,22.73384,
247.5,8.24995,22.9799,
247.6,8.25359,23.01865,
247.7,8.2568,22.87427,
247.8,8.25996,22.88885,
247.9,8.26355,22.98647,
248,8.26682,22.92328,
248.1,8.26998,22.95422,
248.2,8.27352,22.87314,
248.3,8.27684,22.91503,
248.4,8.28,23.049,
248.5,8.28348,23.05442,
248.6,8.28686,23.04531,
248.7,8.29002,22.91886,
248.8,8.29339,22.968,
248.9,8.29682,23.00697,
249,8.30009,23.04593,
249.1,8.30341,23.00447,
249.2,8.30689,23.10987,
249.3,8.31011,22.98663,
249.4,8.31332,23.11736,
249.5,8.31686,22.91772,
249.6,8.32012,23.02645,
249.7,8.32329,22.88532,
249.8,8.32698,23.05368,
249.9,8.33014,23.00842,
250,8.33325,23.33303,
250.1,8.33705,22.96899,
250.2,8.34011,23.03695,
250.3,8.34321,22.92605,
250.4,8.34707,23.22299,
250.5,8.35007,23.05918,
250.6,8.35318,23.1498,
250.7,8.35709,23.23178,
250.8,8.36009,23.0081,
250.9,8.3632,23.15606,
251,8.36711,22.99994,
251.1,8.37005,23.10343,
251.2,8.37316,23.1246,
251.3,8.37713,23.21711,
251.4,8.38013,23.1913,
251.5,8.38318,23.30775,
251.6,8.38714,23.34106,
251.7,8.39009,23.14261,
251.8,8.3932,23.30078,
251.9,8.39711,23.14003,
252,8.40011,23.12983,
252.1,8.40321,23.21329,
252.2,8.40707,23.0975,
252.3,8.41012,23.26421,
252.4,8.41323,23.11937,
252.5,8.41703,23.24022,
252.6,8.42009,23.07631,
252.7,8.4233,23.35061,
252.8,8.427,23.20244,
252.9,8.43005,23.18291,
253,8.43332,23.32482,
253.1,8.43691,23.29829,
253.2,8.44012,23.19631,
253.3,8.44339,23.28118,
253.4,8.44677,23.41363,
253.5,8.45014,23.11789,
253.6,8.45341,23.29099,
253.7,8.45668,23.50535,
253.8,8.46021,23.50095,
253.9,8.46343,23.28395,
254,8.46664,23.21471,
254.1,8.47029,23.33845,
254.2,8.47345,23.45333,
254.3,8.47661,23.32216,
254.4,8.4803,23.46836,
254.5,8.48341,23.51681,
254.6,8.48657,23.34196,
254.7,8.49032,23.57418,
254.8,8.49343,23.31324,
254.9,8.49659,23.28411,
255,8.50034,23.45476,
255.1,8.50339,23.34215,
255.2,8.50655,23.51903,
255.3,8.51036,23.39885,
255.4,8.51346,23.44901,
255.5,8.51652,23.49525,
255.6,8.52043,23.46213,
255.7,8.52348,23.47572,
255.8,8.52654,23.58353,
255.9,8.53045,23.538,
256,8.5335,23.46797,
256.1,8.5365,23.7798,
256.2,8.54046,23.44566,
256.3,8.54346,23.62017,
256.4,8.54652,23.62186,
256.5,8.55048,23.59175,
256.6,8.55343,23.4611,
256.7,8.55648,23.69617,
256.8,8.56045,23.81387,
256.9,8.56345,23.584,
257,8.5665,23.51606,
257.1,8.57046,23.57135,
257.2,8.57341,23.55543,
257.3,8.57657,23.63483,
257.4,8.58038,23.70555,
257.5,8.58343,23.63661,
257.6,8.58659,23.61745,
257.7,8.59029,23.64364,
257.8,8.59345,23.69881,
257.9,8.59666,23.56234,
258,8.60025,23.7023,
258.1,8.60347,23.73458,
258.2,8.60668,23.79291,
258.3,8.61016,23.67051,
258.4,8.61348,23.68148,
258.5,8.6167,23.62286,
258.6,8.62007,23.61473,
258.7,8.6235,23.89733,
258.8,8.62671,23.57291,
258.9,8.63009,23.76311,
259,8.63357,23.90391,
259.1,8.63673,23.69729,
259.2,8.64,23.93163,
259.3,8.64359,23.69478,
259.4,8.64675,23.76202,
259.5,8.64997,23.90242,
259.6,8.65361,23.65413,
259.7,8.65677,23.81713,
259.8,8.65993,23.81754,
259.9,8.66368,23.81346,
260,8.66679,23.7059,
260.1,8.66984,23.99095,
260.2,8.6737,23.77143,
260.3,8.6768,23.71233,
260.4,8.67986,23.76392,
260.5,8.68377,23.78378,
260.6,8.68677,23.89831,
260.7,8.68982,23.84496,
260.8,8.69384,23.83097,
260.9,8.69673,23.84006,
261,8.69984,23.78041,
261.1,8.7038,23.81858,
261.2,8.70675,23.99375,
261.3,8.70986,23.9966,
261.4,8.71382,23.8942,
261.5,8.71671,23.95921,
261.6,8.71988,23.8861,
261.7,8.72379,24.01417,
261.8,8.72673,23.80445,
261.9,8.72989,23.94706,
262,8.73375,23.93797,
262.1,8.73675,23.87038,
262.2,8.73991,24.04878,
262.3,8.74371,24.19018,
262.4,8.74682,24.02111,
262.5,8.74993,23.86919,
262.6,8.75368,24.01597,
262.7,8.75679,24.09943,
262.8,8.75995,24.1796,
262.9,8.76359,23.92884,
263,8.7668,23.98554,
263.1,8.76997,23.84819,
263.2,8.77355,23.98305,
263.3,8.77682,24.01328,
263.4,8.77998,24.14104,
263.5,8.78352,24.18758,
263.6,8.78684,24.17876,
263.7,8.79005,23.80093,
263.8,8.79343,24.10858,
263.9,8.79686,24.04106,
264,8.80007,24.05278,
264.1,8.80339,24.1189,
264.2,8.80693,23.90539,
264.3,8.81009,24.19607,
264.4,8.8133,24.11913,
264.5,8.81695,24.12687,
264.6,8.82011,24.0258,
264.7,8.82327,24.22007,
264.8,8.82702,24.13408,
264.9,8.83013,24.02207,
265,8.83318,24.16932,
265.1,8.83704,24.11469,
265.2,8.84009,24.32865,
265.3,8.8432,24.18362,
265.4,8.84711,24.22858,
265.5,8.85005,24.17623,
265.6,8.85316,24.28276,
265.7,8.85713,24.3069,
265.8,8.86007,24.22074,
265.9,8.86318,24.21841,
266,8.86714,24.34621,
266.1,8.87009,24.33923,
266.2,8.8732,24.24798,
266.3,8.87716,24.25332,
266.4,8.88005,24.24713,
266.5,8.88316,24.16467,
266.6,8.88707,24.28516,
266.7,8.89013,24.24393,
266.8,8.89323,24.32957,
266.9,8.89709,24.1896,
267,8.90009,24.29173,
267.1,8.9032,24.28079,
267.2,8.90705,24.15658,
267.3,8.91011,24.26892,
267.4,8.91321,24.18781,
267.5,8.91702,24.29667,
267.6,8.92013,24.43962,
267.7,8.92329,24.41851,
267.8,8.92698,24.25408,
267.9,8.93009,24.34436,
268,8.9333,24.19303,
268.1,8.93689,24.35874,
268.2,8.94011,24.31206,
268.3,8.94338,24.35135,
268.4,8.9468,24.43365,
268.5,8.95013,24.28027,
268.6,8.95339,24.43778,
268.7,8.95677,24.363,
268.8,8.9602,24.40174,
268.9,8.96341,24.4045,
269,8.96673,24.44571,
269.1,8.97021,24.59809,
269.2,8.97343,24.29284,
269.3,8.97664,24.38942,
269.4,8.98029,24.44516,
269.5,8.98339,24.45714,
269.6,8.98661,24.30193,
269.7,8.9903,24.43164,
269.8,8.99341,24.46593,
269.9,8.99662,24.27003,
270,9.00032,24.35909,
270.1,9.00343,24.63291,
270.2,9.00659,24.533,
270.3,9.01039,24.50222,
270.4,9.01345,24.25023,
270.5,9.0165,24.5041,
270.6,9.02041,24.46424,
270.7,9.02346,24.32554,
270.8,9.02652,24.49652,
270.9,9.03043,24.24262,
271,9.03348,24.64094,
271.1,9.03648,24.39253,
271.2,9.04045,24.64673,
271.3,9.04345,24.53849,
271.4,9.0465,24.40518,
271.5,9.05046,24.63267,
271.6,9.05346,24.47661,
271.7,9.05652,24.62467,
271.8,9.06048,24.52777,
271.9,9.06343,24.46975,
272,9.06654,24.66928,
272.1,9.07045,24.54425,
272.2,9.07339,24.5835,
272.3,9.07661,24.47689,
272.4,9.08036,24.51772,
272.5,9.08341,24.70687,
272.6,9.08668,24.64231,
272.7,9.09027,24.51719,
272.8,9.09343,24.64064,
272.9,9.09664,24.48412,
273,9.10013,24.57184,
273.1,9.10345,24.66888,
273.2,9.10671,24.60192,
273.3,9.11014,24.57309,
273.4,9.11352,24.68773,
273.5,9.11668,24.67042,
273.6,9.12005,24.60795,
273.7,9.12354,24.68502,
273.8,9.1267,24.69748,
273.9,9.13002,24.45776,
274,9.13361,24.48133,
274.1,9.13671,24.61767,
274.2,9.14004,24.71828,
274.3,9.14357,24.63293,
274.4,9.14673,24.78357,
274.5,9.14995,24.80609,
274.6,9.15359,24.7586,
274.7,9.15675,24.55788,
274.8,9.15996,24.52633,
274.9,9.16366,24.71326,
275,9.16682,24.66581,
275.1,9.16988,24.54958,
275.2,9.17368,24.74794,
275.3,9.17684,24.57279,
275.4,9.17989,24.78232,
275.5,9.18375,24.68988,
275.6,9.1868,24.69395,
275.7,9.18986,24.74279,
275.8,9.19382,24.78422,
275.9,9.19677,24.68023,
276,9.19982,24.64049,
276.1,9.20379,24.61539,
276.2,9.20673,24.63063,
276.3,9.20984,24.76465,
276.4,9.21386,24.71331,
276.5,9.21675,24.84012,
276.6,9.21986,24.77105,
276.7,9.22377,24.95458,
276.8,9.22671,24.61936,
276.9,9.22987,24.8282,
277,9.23373,24.92308,
277.1,9.23673,24.8257,
277.2,9.23989,24.69604,
277.3,9.2437,24.8719,
277.4,9.2468,24.79381,
