Group numbers,Specimen material,Test type,
,,,
,,,
Results Table 1,,,
,Group numbers,Specimen material,Test type
2,17,erethane_foam,compression
,,,
Results Table 2,,,
,,,
,,,
,,,
Time,Displacement,Force,
(s),(mm),(N),
559.2,18.64001,46.23245,
559.3,18.64355,46.08658,
559.4,18.64677,45.9945,
559.5,18.64998,46.09409,
559.6,18.65363,46.19041,
559.7,18.65679,46.30313,
559.8,18.65995,46.19442,
559.9,18.66364,46.29269,
560,18.6668,46.19165,
560.1,18.66991,46.25854,
560.2,18.67366,46.3967,
560.3,18.67682,46.29815,
560.4,18.67982,46.34492,
560.5,18.68373,46.39591,
560.6,18.68679,46.32338,
560.7,18.68979,46.40655,
560.8,18.6938,46.58178,
560.9,18.6968,46.36861,
561,18.6998,46.61076,
561.1,18.70382,46.62578,
561.2,18.70677,46.44393,
561.3,18.70982,46.606,
561.4,18.71384,46.59533,
561.5,18.71673,46.6919,
561.6,18.71984,46.50834,
561.7,18.7238,46.71123,
561.8,18.72675,46.76532,
561.9,18.72991,46.7571,
562,18.73371,46.80095,
562.1,18.73677,46.77134,
562.2,18.73993,46.78019,
562.3,18.74363,46.89599,
562.4,18.74679,46.83702,
562.5,18.74995,46.83376,
562.6,18.75364,46.96632,
562.7,18.7568,46.85583,
562.8,18.75996,47.05424,
562.9,18.76355,47.06495,
563,18.76682,47.08403,
563.1,18.76998,47.08037,
563.2,18.77352,46.98002,
563.3,18.77678,47.02091,
563.4,18.78,47.1866,
563.5,18.78348,47.05573,
563.6,18.7868,47.40583,
563.7,18.79007,47.18518,
563.8,18.79339,47.33836,
563.9,18.79688,47.36835,
564,18.80009,47.4263,
564.1,18.80336,47.45393,
564.2,18.80689,47.26434,
564.3,18.81011,47.42317,
564.4,18.81332,47.52714,
564.5,18.81691,47.56207,
564.6,18.82013,47.53548,
564.7,18.82329,47.63179,
564.8,18.82698,47.55224,
564.9,18.83014,47.42482,
565,18.83325,47.59356,
565.1,18.837,47.65416,
565.2,18.84011,47.48528,
565.3,18.84316,47.95317,
565.4,18.84707,47.99791,
565.5,18.85007,47.75632,
565.6,18.85318,47.63521,
565.7,18.85714,47.7887,
565.8,18.86009,47.71021,
565.9,18.8632,47.76947,
566,18.86711,48.00669,
566.1,18.87011,47.80996,
566.2,18.87321,47.89899,
566.3,18.87712,48.02236,
566.4,18.88007,47.91684,
566.5,18.88318,48.19559,
566.6,18.88709,47.92064,
566.7,18.89014,48.02458,
566.8,18.8932,48.08536,
566.9,18.89711,48.06182,
567,18.90011,47.91674,
567.1,18.90322,48.16003,
567.2,18.90707,48.16179,
567.3,18.91013,47.78899,
567.4,18.91323,48.12082,
567.5,18.91704,48.34353,
567.6,18.92009,48.37074,
567.7,18.9233,48.36092,
567.8,18.927,48.32451,
567.9,18.93011,48.44886,
568,18.93332,48.61711,
568.1,18.93691,48.36552,
568.2,18.94012,48.47434,
568.3,18.94334,48.33228,
568.4,18.94682,48.48232,
568.5,18.95014,48.53638,
568.6,18.95341,48.59436,
568.7,18.95673,48.61177,
568.8,18.96021,48.68148,
568.9,18.96343,48.70916,
569,18.96664,48.70369,
569.1,18.97023,48.88874,
569.2,18.97345,48.80823,
569.3,18.97661,48.81856,
569.4,18.9803,48.98053,
569.5,18.98341,49.06944,
569.6,18.98657,49.0157,
569.7,18.99032,48.96568,
569.8,18.99343,48.94667,
569.9,18.99654,48.83057,
570,19.00034,49.08979,
570.1,19.00339,49.10873,
570.2,19.00655,49.21887,
570.3,19.01036,49.19374,
570.4,19.01341,49.24853,
570.5,19.01657,49.26407,
570.6,19.02037,49.06511,
570.7,19.02343,49.17933,
570.8,19.02654,49.18997,
570.9,19.03039,49.14315,
571,19.0335,49.36758,
571.1,19.0365,49.35833,
571.2,19.04047,49.4251,
571.3,19.04346,49.31883,
571.4,19.04652,49.18615,
571.5,19.05048,49.51339,
571.6,19.05343,49.55268,
571.7,19.05648,49.44634,
571.8,19.06045,49.49108,
571.9,19.06339,49.62145,
572,19.0665,49.47356,
572.1,19.07047,49.52977,
572.2,19.07341,49.75165,
572.3,19.07657,49.57725,
572.4,19.08037,49.61678,
572.5,19.08338,49.78704,
572.6,19.08659,49.84912,
572.7,19.09034,49.82976,
572.8,19.09345,49.84459,
572.9,19.09666,49.79501,
573,19.10025,49.97333,
573.1,19.10346,49.91031,
573.2,19.10668,49.85788,
573.3,19.11016,49.92477,
573.4,19.11348,49.87362,
573.5,19.1167,50.05315,
573.6,19.12007,50.03013,
573.7,19.1235,50.33226,
573.8,19.12671,50.27527,
573.9,19.13009,50.26191,
574,19.13357,50.20165,
574.1,19.13673,50.12532,
574.2,19.14005,50.14435,
574.3,19.14354,50.28899,
574.4,19.14675,50.32282,
574.5,19.14997,50.29931,
574.6,19.15361,50.40465,
574.7,19.15677,50.24977,
574.8,19.15993,50.26435,
574.9,19.16362,50.50598,
575,19.16679,50.50961,
575.1,19.16984,50.44656,
575.2,19.17375,50.5695,
575.3,19.1768,50.54574,
575.4,19.17986,50.43883,
575.5,19.18377,50.39304,
575.6,19.18677,50.60843,
575.7,19.18982,50.689,
575.8,19.19384,50.78159,
575.9,19.19679,50.80083,
576,19.19984,50.71438,
576.1,19.2038,50.85432,
576.2,19.20675,50.84848,
576.3,19.20986,50.84547,
576.4,19.21382,51.0037,
576.5,19.21677,50.85875,
576.6,19.21988,51.15705,
576.7,19.22373,50.97969,
576.8,19.22673,50.92128,
576.9,19.22989,50.93326,
577,19.23375,51.18217,
577.1,19.23675,51.40453,
577.2,19.23991,51.04179,
577.3,19.24372,51.37616,
577.4,19.24682,51.25775,
577.5,19.24993,51.25397,
577.6,19.25362,51.32413,
577.7,19.25679,51.23402,
577.8,19.25995,51.46567,
577.9,19.26359,51.47189,
578,19.2668,51.43134,
578.1,19.26996,51.55718,
578.2,19.27355,51.45508,
578.3,19.27682,51.65602,
578.4,19.27998,51.51477,
578.5,19.28352,51.63268,
578.6,19.28679,51.60102,
578.7,19.29005,51.71304,
578.8,19.29348,51.814,
578.9,19.29686,51.8508,
579,19.30007,51.76606,
579.1,19.30339,51.75375,
579.2,19.30688,51.85326,
579.3,19.31009,51.92188,
579.4,19.31336,51.80418,
579.5,19.31695,52.08648,
579.6,19.32016,51.96245,
579.7,19.32327,52.06679,
579.8,19.32702,52.01601,
579.9,19.33013,52.05429,
580,19.33323,52.14091,
580.1,19.33704,52.19285,
580.2,19.34009,52.13541,
580.3,19.3432,52.15356,
580.4,19.34705,52.19704,
580.5,19.35005,52.33385,
580.6,19.35316,52.4338,
580.7,19.35712,52.37181,
580.8,19.36007,52.13066,
580.9,19.36318,52.36798,
581,19.36714,52.47147,
581.1,19.37009,52.43179,
581.2,19.3732,52.61245,
581.3,19.37711,52.61956,
581.4,19.38011,52.57003,
581.5,19.38321,52.68281,
581.6,19.38707,52.72281,
581.7,19.39013,52.58457,
581.8,19.39323,52.736,
581.9,19.39709,52.85089,
582,19.40009,52.74211,
582.1,19.40325,52.87106,
582.2,19.40705,52.94538,
582.3,19.41011,52.83635,
582.4,19.41327,52.9914,
582.5,19.41702,52.88195,
582.6,19.42012,52.98241,
582.7,19.42329,53.08018,
582.8,19.42693,53.00047,
582.9,19.43009,52.96265,
583,19.4333,53.10114,
583.1,19.43689,53.13803,
583.2,19.44011,53.19904,
583.3,19.44332,53.16326,
583.4,19.4468,53.1627,
583.5,19.45012,53.34045,
583.6,19.45339,53.39957,
583.7,19.45677,53.28754,
583.8,19.46019,53.30325,
583.9,19.46341,53.35814,
584,19.46673,53.35118,
584.1,19.47021,53.37414,
584.2,19.47343,53.52577,
584.3,19.47664,53.61925,
584.4,19.48029,53.48806,
584.5,19.48339,53.70109,
584.6,19.48661,53.59457,
584.7,19.4903,53.78134,
584.8,19.49341,53.64806,
584.9,19.49657,53.81922,
585,19.50032,54.01272,
585.1,19.50343,53.77328,
585.2,19.50654,54.02668,
585.3,19.51039,54.03848,
585.4,19.51345,54.22142,
585.5,19.51655,54.07401,
585.6,19.52041,53.98319,
585.7,19.52346,54.03336,
585.8,19.52652,54.08845,
585.9,19.53043,54.21163,
586,19.53348,54.05477,
586.1,19.53648,54.1294,
586.2,19.54045,54.04739,
586.3,19.54345,54.26094,
586.4,19.54645,54.17808,
586.5,19.55046,54.39848,
586.6,19.55346,54.30346,
586.7,19.55652,54.4387,
586.8,19.56048,54.31536,
586.9,19.56338,54.64986,
587,19.56654,54.48159,
587.1,19.57044,54.67298,
587.2,19.57339,54.60506,
587.3,19.57661,54.7202,
587.4,19.58036,54.58548,
587.5,19.58341,54.67739,
587.6,19.58662,54.64572,
587.7,19.59027,54.72559,
587.8,19.59343,54.7948,
587.9,19.59669,54.81896,
588,19.60018,54.91568,
588.1,19.60345,54.82923,
588.2,19.60666,55.13197,
588.3,19.61009,55.01954,
588.4,19.61352,54.90451,
588.5,19.61673,54.94716,
588.6,19.62005,55.17491,
588.7,19.62359,55.24398,
588.8,19.6267,55.19703,
588.9,19.63002,55.26762,
589,19.63361,55.13874,
589.1,19.63671,55.25441,
589.2,19.64004,55.41756,
589.3,19.64357,55.17025,
589.4,19.64673,55.39574,
589.5,19.64995,55.48137,
589.6,19.65359,55.52064,
589.7,19.65675,55.39354,
589.8,19.65996,55.5379,
589.9,19.66366,55.69664,
590,19.66677,55.74269,
590.1,19.66988,55.69076,
590.2,19.67368,55.56415,
590.3,19.67684,55.71885,
590.4,19.67989,55.83916,
590.5,19.6837,55.93129,
590.6,19.68675,55.88473,
590.7,19.68986,55.81812,
590.8,19.69382,55.97092,
590.9,19.69677,55.8058,
591,19.69982,56.04209,
591.1,19.70378,56.02446,
591.2,19.70673,56.16021,
591.3,19.70979,56.05037,
591.4,19.71386,56.0801,
591.5,19.71675,56.06615,
591.55,19.71841,56.2364,
